Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:20:20.776000,LEC,16,85.728,40.0,2.0,,,27.941,29.673,28.114,0 days 02:19:23.004000,0 days 02:19:52.677000,0 days 02:20:20.791000,315.0,339.0,312.0,334.0,False,HARD,20.0,True,Ferrari,0 days 02:18:55.048000,2023-09-03 14:19:56.093,1,4.0,False,,False,True
0 days 02:21:47.287000,LEC,16,86.511,41.0,2.0,,,28.014,30.072,28.425,0 days 02:20:48.805000,0 days 02:21:18.877000,0 days 02:21:47.302000,313.0,329.0,312.0,330.0,False,HARD,21.0,True,Ferrari,0 days 02:20:20.776000,2023-09-03 14:21:21.821,1,4.0,False,,False,True
0 days 02:23:13.735000,LEC,16,86.448,42.0,2.0,,,28.005,30.118,28.325,0 days 02:22:15.307000,0 days 02:22:45.425000,0 days 02:23:13.750000,314.0,330.0,311.0,330.0,False,HARD,22.0,True,Ferrari,0 days 02:21:47.287000,2023-09-03 14:22:48.332,1,4.0,False,,False,True
0 days 02:24:40.332000,LEC,16,86.597,43.0,2.0,,,28.224,30.135,28.238,0 days 02:23:41.974000,0 days 02:24:12.109000,0 days 02:24:40.347000,328.0,342.0,313.0,333.0,False,HARD,23.0,True,Ferrari,0 days 02:23:13.735000,2023-09-03 14:24:14.780,1,4.0,False,,False,True
0 days 02:26:06.918000,LEC,16,86.586,44.0,2.0,,,28.282,29.969,28.335,0 days 02:25:08.629000,0 days 02:25:38.598000,0 days 02:26:06.933000,314.0,329.0,311.0,333.0,False,HARD,24.0,True,Ferrari,0 days 02:24:40.332000,2023-09-03 14:25:41.377,1,4.0,False,,False,True
0 days 02:27:33.239000,LEC,16,86.321,45.0,2.0,,,28.007,30.103,28.211,0 days 02:26:34.940000,0 days 02:27:05.043000,0 days 02:27:33.254000,315.0,328.0,314.0,332.0,False,HARD,25.0,True,Ferrari,0 days 02:26:06.918000,2023-09-03 14:27:07.963,1,4.0,False,,False,True
0 days 02:28:59.819000,LEC,16,86.58,46.0,2.0,,,27.912,30.545,28.123,0 days 02:28:01.166000,0 days 02:28:31.711000,0 days 02:28:59.834000,333.0,326.0,322.0,333.0,False,HARD,26.0,True,Ferrari,0 days 02:27:33.239000,2023-09-03 14:28:34.284,1,4.0,False,,False,True
0 days 02:31:54.018000,LEC,16,86.828,48.0,2.0,,,28.441,30.154,28.233,0 days 02:30:55.646000,0 days 02:31:25.800000,0 days 02:31:54.033000,315.0,323.0,314.0,338.0,False,HARD,28.0,True,Ferrari,0 days 02:30:27.190000,2023-09-03 14:31:28.235,1,4.0,False,,False,True
0 days 02:33:20.651000,LEC,16,86.633,49.0,2.0,,,28.284,30.207,28.142,0 days 02:32:22.317000,0 days 02:32:52.524000,0 days 02:33:20.666000,315.0,323.0,316.0,346.0,False,HARD,29.0,True,Ferrari,0 days 02:31:54.018000,2023-09-03 14:32:55.063,1,4.0,False,,False,True
0 days 02:34:47.612000,LEC,16,86.961,50.0,2.0,,,28.367,30.573,28.021,0 days 02:33:49.033000,0 days 02:34:19.606000,0 days 02:34:47.627000,311.0,323.0,315.0,354.0,False,HARD,30.0,True,Ferrari,0 days 02:33:20.651000,2023-09-03 14:34:21.696,1,4.0,False,,False,True
0 days 02:36:14.395000,LEC,16,86.783,51.0,2.0,,,28.122,30.349,28.312,0 days 02:35:15.749000,0 days 02:35:46.098000,0 days 02:36:14.410000,317.0,320.0,317.0,352.0,False,HARD,31.0,True,Ferrari,0 days 02:34:47.612000,2023-09-03 14:35:48.657,1,4.0,False,,False,True
0 days 01:25:27.615000,STR,18,88.953,2.0,1.0,,,28.81,30.757,29.386,0 days 01:24:27.499000,0 days 01:24:58.256000,0 days 01:25:27.642000,313.0,314.0,310.0,305.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:23:58.662000,2023-09-03 13:24:59.707,1,19.0,False,,False,True
0 days 01:26:56.229000,STR,18,88.614,3.0,1.0,,,28.49,30.911,29.213,0 days 01:25:56.132000,0 days 01:26:27.043000,0 days 01:26:56.256000,330.0,329.0,311.0,298.0,True,MEDIUM,3.0,True,Aston Martin,0 days 01:25:27.615000,2023-09-03 13:26:28.660,1,19.0,False,,False,True
0 days 01:28:23.954000,STR,18,87.725,4.0,1.0,,,28.152,30.384,29.189,0 days 01:27:24.408000,0 days 01:27:54.792000,0 days 01:28:23.981000,312.0,315.0,309.0,351.0,True,MEDIUM,4.0,True,Aston Martin,0 days 01:26:56.229000,2023-09-03 13:27:57.274,1,18.0,False,,False,True
0 days 01:29:51.528000,STR,18,87.574,5.0,1.0,,,28.256,30.13,29.188,0 days 01:28:52.237000,0 days 01:29:22.367000,0 days 01:29:51.555000,314.0,317.0,308.0,318.0,True,MEDIUM,5.0,True,Aston Martin,0 days 01:28:23.954000,2023-09-03 13:29:24.999,1,18.0,False,,False,True
0 days 01:31:19.184000,STR,18,87.656,6.0,1.0,,,28.333,30.229,29.094,0 days 01:30:19.888000,0 days 01:30:50.117000,0 days 01:31:19.211000,310.0,313.0,308.0,321.0,False,MEDIUM,6.0,True,Aston Martin,0 days 01:29:51.528000,2023-09-03 13:30:52.573,1,18.0,False,,False,True
0 days 01:32:46.284000,STR,18,87.1,7.0,1.0,,,28.016,29.968,29.116,0 days 01:31:47.227000,0 days 01:32:17.195000,0 days 01:32:46.311000,314.0,316.0,308.0,326.0,True,MEDIUM,7.0,True,Aston Martin,0 days 01:31:19.184000,2023-09-03 13:32:20.229,1,18.0,False,,False,True
0 days 01:34:13.646000,STR,18,87.362,8.0,1.0,,,28.218,29.966,29.178,0 days 01:33:14.529000,0 days 01:33:44.495000,0 days 01:34:13.673000,313.0,314.0,308.0,321.0,False,MEDIUM,8.0,True,Aston Martin,0 days 01:32:46.284000,2023-09-03 13:33:47.329,1,18.0,False,,False,True
0 days 01:35:40.958000,STR,18,87.312,9.0,1.0,,,28.012,30.001,29.299,0 days 01:34:41.685000,0 days 01:35:11.686000,0 days 01:35:40.985000,316.0,316.0,307.0,329.0,False,MEDIUM,9.0,True,Aston Martin,0 days 01:34:13.646000,2023-09-03 13:35:14.691,1,18.0,False,,False,True
0 days 01:37:08.497000,STR,18,87.539,10.0,1.0,,,28.062,30.153,29.324,0 days 01:36:09.047000,0 days 01:36:39.200000,0 days 01:37:08.524000,314.0,315.0,307.0,327.0,False,MEDIUM,10.0,True,Aston Martin,0 days 01:35:40.958000,2023-09-03 13:36:42.003,1,17.0,False,,False,True
0 days 01:38:35.866000,STR,18,87.369,11.0,1.0,,,28.139,30.17,29.06,0 days 01:37:36.663000,0 days 01:38:06.833000,0 days 01:38:35.893000,315.0,314.0,308.0,325.0,False,MEDIUM,11.0,True,Aston Martin,0 days 01:37:08.497000,2023-09-03 13:38:09.542,1,16.0,False,,False,True
0 days 01:40:03.676000,STR,18,87.81,12.0,1.0,,,28.188,30.336,29.286,0 days 01:39:04.081000,0 days 01:39:34.417000,0 days 01:40:03.703000,315.0,314.0,307.0,323.0,False,MEDIUM,12.0,True,Aston Martin,0 days 01:38:35.866000,2023-09-03 13:39:36.911,1,16.0,False,,False,True
0 days 01:41:31.898000,STR,18,88.222,13.0,1.0,,,28.177,30.572,29.473,0 days 01:40:31.880000,0 days 01:41:02.452000,0 days 01:41:31.925000,313.0,314.0,307.0,326.0,False,MEDIUM,13.0,True,Aston Martin,0 days 01:40:03.676000,2023-09-03 13:41:04.721,1,16.0,False,,False,True
0 days 01:42:59.955000,STR,18,88.057,14.0,1.0,,,28.293,30.415,29.349,0 days 01:42:00.218000,0 days 01:42:30.633000,0 days 01:42:59.982000,315.0,314.0,307.0,321.0,False,MEDIUM,14.0,True,Aston Martin,0 days 01:41:31.898000,2023-09-03 13:42:32.943,1,14.0,False,,False,True
0 days 01:44:28.134000,STR,18,88.179,15.0,1.0,,,28.321,30.575,29.283,0 days 01:43:28.303000,0 days 01:43:58.878000,0 days 01:44:28.161000,314.0,311.0,307.0,325.0,False,MEDIUM,15.0,True,Aston Martin,0 days 01:42:59.955000,2023-09-03 13:44:01.000,1,13.0,False,,False,True
0 days 01:45:56.214000,STR,18,88.08,16.0,1.0,,,28.251,30.546,29.283,0 days 01:44:56.412000,0 days 01:45:26.958000,0 days 01:45:56.241000,315.0,310.0,308.0,325.0,False,MEDIUM,16.0,True,Aston Martin,0 days 01:44:28.134000,2023-09-03 13:45:29.179,1,12.0,False,,False,True
0 days 01:47:24.123000,STR,18,87.909,17.0,1.0,,,28.149,30.462,29.298,0 days 01:46:24.390000,0 days 01:46:54.852000,0 days 01:47:24.150000,316.0,311.0,306.0,321.0,False,MEDIUM,17.0,True,Aston Martin,0 days 01:45:56.214000,2023-09-03 13:46:57.259,1,12.0,False,,False,True
0 days 01:48:52.524000,STR,18,88.401,18.0,1.0,,,28.279,30.672,29.45,0 days 01:47:52.429000,0 days 01:48:23.101000,0 days 01:48:52.551000,315.0,311.0,306.0,326.0,False,MEDIUM,18.0,True,Aston Martin,0 days 01:47:24.123000,2023-09-03 13:48:25.168,1,12.0,False,,False,True
0 days 01:50:20.574000,STR,18,88.05,19.0,1.0,,,28.245,30.608,29.197,0 days 01:49:20.796000,0 days 01:49:51.404000,0 days 01:50:20.601000,317.0,312.0,307.0,323.0,False,MEDIUM,19.0,True,Aston Martin,0 days 01:48:52.524000,2023-09-03 13:49:53.569,1,12.0,False,,False,True
0 days 01:55:09.193000,STR,18,86.742,22.0,2.0,,,28.099,29.727,28.916,0 days 01:54:10.577000,0 days 01:54:40.304000,0 days 01:55:09.220000,312.0,308.0,307.0,314.0,True,HARD,6.0,False,Aston Martin,0 days 01:53:42.451000,2023-09-03 13:54:43.496,1,18.0,False,,False,True
0 days 01:56:36.161000,STR,18,86.968,23.0,2.0,,,28.004,29.927,29.037,0 days 01:55:37.224000,0 days 01:56:07.151000,0 days 01:56:36.188000,312.0,307.0,307.0,318.0,False,HARD,7.0,False,Aston Martin,0 days 01:55:09.193000,2023-09-03 13:56:10.238,1,18.0,False,,False,True
0 days 01:58:03.501000,STR,18,87.34,24.0,2.0,,,28.054,30.058,29.228,0 days 01:57:04.242000,0 days 01:57:34.300000,0 days 01:58:03.528000,313.0,308.0,307.0,323.0,False,HARD,8.0,False,Aston Martin,0 days 01:56:36.161000,2023-09-03 13:57:37.206,1,18.0,False,,False,True
0 days 01:59:30.677000,STR,18,87.176,25.0,2.0,,,28.201,29.928,29.047,0 days 01:58:31.729000,0 days 01:59:01.657000,0 days 01:59:30.704000,311.0,309.0,306.0,319.0,False,HARD,9.0,False,Aston Martin,0 days 01:58:03.501000,2023-09-03 13:59:04.546,1,17.0,False,,False,True
0 days 02:00:57.936000,STR,18,87.259,26.0,2.0,,,28.225,30.003,29.031,0 days 01:59:58.929000,0 days 02:00:28.932000,0 days 02:00:57.963000,317.0,314.0,308.0,318.0,False,HARD,10.0,False,Aston Martin,0 days 01:59:30.677000,2023-09-03 14:00:31.722,1,17.0,False,,False,True
0 days 02:02:24.611000,STR,18,86.675,27.0,2.0,,,27.971,29.841,28.863,0 days 02:01:25.934000,0 days 02:01:55.775000,0 days 02:02:24.638000,316.0,314.0,308.0,322.0,True,HARD,11.0,False,Aston Martin,0 days 02:00:57.936000,2023-09-03 14:01:58.981,1,17.0,False,,False,True
0 days 02:03:51.696000,STR,18,87.085,28.0,2.0,,,28.05,30.174,28.861,0 days 02:02:52.688000,0 days 02:03:22.862000,0 days 02:03:51.723000,315.0,312.0,308.0,321.0,False,HARD,12.0,False,Aston Martin,0 days 02:02:24.611000,2023-09-03 14:03:25.656,1,17.0,False,,False,True
0 days 02:05:18.505000,STR,18,86.809,29.0,2.0,,,28.134,29.979,28.696,0 days 02:04:19.857000,0 days 02:04:49.836000,0 days 02:05:18.532000,317.0,311.0,308.0,320.0,False,HARD,13.0,False,Aston Martin,0 days 02:03:51.696000,2023-09-03 14:04:52.741,1,17.0,False,,False,True
0 days 02:06:45.429000,STR,18,86.924,30.0,2.0,,,28.197,29.99,28.737,0 days 02:05:46.729000,0 days 02:06:16.719000,0 days 02:06:45.456000,315.0,309.0,309.0,321.0,False,HARD,14.0,False,Aston Martin,0 days 02:05:18.505000,2023-09-03 14:06:19.550,1,17.0,False,,False,True
0 days 02:08:12.046000,STR,18,86.617,31.0,2.0,,,27.983,29.98,28.654,0 days 02:07:13.439000,0 days 02:07:43.419000,0 days 02:08:12.073000,316.0,310.0,309.0,324.0,True,HARD,15.0,False,Aston Martin,0 days 02:06:45.429000,2023-09-03 14:07:46.474,1,16.0,False,,False,True
0 days 02:09:38.878000,STR,18,86.832,32.0,2.0,,,28.103,29.949,28.78,0 days 02:08:40.176000,0 days 02:09:10.125000,0 days 02:09:38.905000,316.0,308.0,309.0,320.0,False,HARD,16.0,False,Aston Martin,0 days 02:08:12.046000,2023-09-03 14:09:13.091,1,16.0,False,,False,True
0 days 02:11:05.999000,STR,18,87.121,33.0,2.0,,,28.056,30.12,28.945,0 days 02:10:06.961000,0 days 02:10:37.081000,0 days 02:11:06.026000,315.0,310.0,310.0,325.0,False,HARD,17.0,False,Aston Martin,0 days 02:09:38.878000,2023-09-03 14:10:39.923,1,16.0,False,,False,True
0 days 02:12:33.297000,STR,18,87.298,34.0,2.0,,,28.16,30.213,28.925,0 days 02:11:34.186000,0 days 02:12:04.399000,0 days 02:12:33.324000,314.0,311.0,310.0,320.0,False,HARD,18.0,False,Aston Martin,0 days 02:11:05.999000,2023-09-03 14:12:07.044,1,14.0,False,,False,True
0 days 02:14:00.267000,STR,18,86.97,35.0,2.0,,,28.074,30.105,28.791,0 days 02:13:01.398000,0 days 02:13:31.503000,0 days 02:14:00.294000,315.0,313.0,310.0,321.0,False,HARD,19.0,False,Aston Martin,0 days 02:12:33.297000,2023-09-03 14:13:34.342,1,14.0,False,,False,True
0 days 02:15:27.363000,STR,18,87.096,36.0,2.0,,,28.004,30.189,28.903,0 days 02:14:28.298000,0 days 02:14:58.487000,0 days 02:15:27.390000,316.0,313.0,310.0,324.0,False,HARD,20.0,False,Aston Martin,0 days 02:14:00.267000,2023-09-03 14:15:01.312,1,14.0,False,,False,True
0 days 02:16:54.736000,STR,18,87.373,37.0,2.0,,,27.963,30.309,29.101,0 days 02:15:55.353000,0 days 02:16:25.662000,0 days 02:16:54.763000,318.0,325.0,313.0,323.0,False,HARD,21.0,False,Aston Martin,0 days 02:15:27.363000,2023-09-03 14:16:28.408,1,14.0,False,,False,True
0 days 02:18:21.638000,STR,18,86.902,38.0,2.0,,,27.996,30.183,28.723,0 days 02:17:22.759000,0 days 02:17:52.942000,0 days 02:18:21.665000,312.0,311.0,310.0,347.0,False,HARD,22.0,False,Aston Martin,0 days 02:16:54.736000,2023-09-03 14:17:55.781,1,13.0,False,,False,True
0 days 02:19:48.542000,STR,18,86.904,39.0,2.0,,,28.027,30.044,28.833,0 days 02:18:49.692000,0 days 02:19:19.736000,0 days 02:19:48.569000,314.0,313.0,309.0,317.0,False,HARD,23.0,False,Aston Martin,0 days 02:18:21.638000,2023-09-03 14:19:22.683,1,13.0,False,,False,True
0 days 02:21:15.614000,STR,18,87.072,40.0,2.0,,,28.03,30.137,28.905,0 days 02:20:16.599000,0 days 02:20:46.736000,0 days 02:21:15.641000,316.0,313.0,308.0,322.0,False,HARD,24.0,False,Aston Martin,0 days 02:19:48.542000,2023-09-03 14:20:49.587,1,13.0,False,,False,True
0 days 02:22:42.530000,STR,18,86.916,41.0,2.0,,,28.105,29.987,28.824,0 days 02:21:43.746000,0 days 02:22:13.733000,0 days 02:22:42.557000,315.0,314.0,308.0,324.0,False,HARD,25.0,False,Aston Martin,0 days 02:21:15.614000,2023-09-03 14:22:16.659,1,13.0,False,,False,True
0 days 02:24:09.597000,STR,18,87.067,42.0,2.0,,,28.139,30.109,28.819,0 days 02:23:10.696000,0 days 02:23:40.805000,0 days 02:24:09.624000,315.0,313.0,309.0,320.0,False,HARD,26.0,False,Aston Martin,0 days 02:22:42.530000,2023-09-03 14:23:43.575,1,12.0,False,,False,True
0 days 02:25:40.731000,STR,18,91.134,43.0,2.0,,,31.63,30.601,28.903,0 days 02:24:41.254000,0 days 02:25:11.855000,0 days 02:25:40.758000,312.0,312.0,309.0,323.0,False,HARD,27.0,False,Aston Martin,0 days 02:24:09.597000,2023-09-03 14:25:10.642,1,12.0,False,,False,True
0 days 02:27:08.945000,STR,18,88.214,44.0,2.0,,,28.234,30.177,29.803,0 days 02:26:08.992000,0 days 02:26:39.169000,0 days 02:27:08.972000,315.0,310.0,309.0,318.0,False,HARD,28.0,False,Aston Martin,0 days 02:25:40.731000,2023-09-03 14:26:41.776,1,13.0,False,,False,True
0 days 02:28:37.281000,STR,18,88.336,45.0,2.0,,,28.405,31.024,28.907,0 days 02:27:37.377000,0 days 02:28:08.401000,0 days 02:28:37.308000,316.0,324.0,310.0,339.0,False,HARD,29.0,False,Aston Martin,0 days 02:27:08.945000,2023-09-03 14:28:09.990,1,14.0,False,,False,True
0 days 02:30:04.434000,STR,18,87.153,46.0,2.0,,,28.138,30.176,28.839,0 days 02:29:05.446000,0 days 02:29:35.622000,0 days 02:30:04.461000,319.0,316.0,309.0,320.0,False,HARD,30.0,False,Aston Martin,0 days 02:28:37.281000,2023-09-03 14:29:38.326,1,14.0,False,,False,True
0 days 02:31:31.701000,STR,18,87.267,47.0,2.0,,,28.201,30.145,28.921,0 days 02:30:32.662000,0 days 02:31:02.807000,0 days 02:31:31.728000,316.0,315.0,310.0,323.0,False,HARD,31.0,False,Aston Martin,0 days 02:30:04.434000,2023-09-03 14:31:05.479,1,14.0,False,,False,True
0 days 02:32:59.291000,STR,18,87.59,48.0,2.0,,,28.229,30.398,28.963,0 days 02:31:59.957000,0 days 02:32:30.355000,0 days 02:32:59.318000,315.0,314.0,311.0,324.0,False,HARD,32.0,False,Aston Martin,0 days 02:31:31.701000,2023-09-03 14:32:32.746,1,14.0,False,,False,True
0 days 02:34:28.758000,STR,18,89.467,49.0,2.0,,,28.428,31.827,29.212,0 days 02:33:27.746000,0 days 02:33:59.573000,0 days 02:34:28.785000,314.0,323.0,310.0,319.0,False,HARD,33.0,False,Aston Martin,0 days 02:32:59.291000,2023-09-03 14:34:00.336,1,14.0,False,,False,True
0 days 02:35:59.623000,STR,18,90.865,50.0,2.0,,,28.705,31.401,30.759,0 days 02:34:57.490000,0 days 02:35:28.891000,0 days 02:35:59.650000,298.0,310.0,238.0,302.0,False,HARD,34.0,False,Aston Martin,0 days 02:34:28.758000,2023-09-03 14:35:29.803,1,16.0,False,,False,True
0 days 01:25:24.362000,SAR,2,88.08,2.0,1.0,,,28.252,30.443,29.385,0 days 01:24:24.538000,0 days 01:24:54.981000,0 days 01:25:24.366000,316.0,319.0,309.0,327.0,True,MEDIUM,5.0,False,Williams,0 days 01:23:56.282000,2023-09-03 13:24:57.327,1,13.0,False,,False,True
0 days 01:26:52.009000,SAR,2,87.647,3.0,1.0,,,28.124,30.425,29.098,0 days 01:25:52.490000,0 days 01:26:22.915000,0 days 01:26:52.013000,318.0,335.0,310.0,326.0,True,MEDIUM,6.0,False,Williams,0 days 01:25:24.362000,2023-09-03 13:26:25.407,1,13.0,False,,False,True
0 days 01:28:19.398000,SAR,2,87.389,4.0,1.0,,,27.934,30.315,29.14,0 days 01:27:19.947000,0 days 01:27:50.262000,0 days 01:28:19.402000,319.0,333.0,308.0,331.0,True,MEDIUM,7.0,False,Williams,0 days 01:26:52.009000,2023-09-03 13:27:53.054,1,13.0,False,,False,True
0 days 01:29:46.568000,SAR,2,87.17,5.0,1.0,,,28.002,30.133,29.035,0 days 01:28:47.404000,0 days 01:29:17.537000,0 days 01:29:46.572000,318.0,333.0,309.0,342.0,True,MEDIUM,8.0,False,Williams,0 days 01:28:19.398000,2023-09-03 13:29:20.443,1,13.0,False,,False,True
0 days 01:31:13.703000,SAR,2,87.135,6.0,1.0,,,28.01,29.938,29.187,0 days 01:30:14.582000,0 days 01:30:44.520000,0 days 01:31:13.707000,320.0,334.0,311.0,337.0,True,MEDIUM,9.0,False,Williams,0 days 01:29:46.568000,2023-09-03 13:30:47.613,1,13.0,False,,False,True
0 days 01:32:40.954000,SAR,2,87.251,7.0,1.0,,,28.24,30.056,28.955,0 days 01:31:41.947000,0 days 01:32:12.003000,0 days 01:32:40.958000,316.0,331.0,310.0,335.0,False,MEDIUM,10.0,False,Williams,0 days 01:31:13.703000,2023-09-03 13:32:14.748,1,13.0,False,,False,True
0 days 01:34:08.187000,SAR,2,87.233,8.0,1.0,,,28.118,29.957,29.158,0 days 01:33:09.076000,0 days 01:33:39.033000,0 days 01:34:08.191000,320.0,332.0,309.0,333.0,False,MEDIUM,11.0,False,Williams,0 days 01:32:40.954000,2023-09-03 13:33:41.999,1,13.0,False,,False,True
0 days 01:35:35.646000,SAR,2,87.459,9.0,1.0,,,28.149,30.12,29.19,0 days 01:34:36.340000,0 days 01:35:06.460000,0 days 01:35:35.650000,319.0,333.0,309.0,339.0,False,MEDIUM,12.0,False,Williams,0 days 01:34:08.187000,2023-09-03 13:35:09.232,1,13.0,False,,False,True
0 days 01:37:03.331000,SAR,2,87.685,10.0,1.0,,,28.385,30.052,29.248,0 days 01:36:04.035000,0 days 01:36:34.087000,0 days 01:37:03.335000,320.0,332.0,310.0,331.0,False,MEDIUM,13.0,False,Williams,0 days 01:35:35.646000,2023-09-03 13:36:36.691,1,13.0,False,,False,True
0 days 01:38:31.135000,SAR,2,87.804,11.0,1.0,,,28.334,30.151,29.319,0 days 01:37:31.669000,0 days 01:38:01.820000,0 days 01:38:31.139000,320.0,333.0,310.0,334.0,False,MEDIUM,14.0,False,Williams,0 days 01:37:03.331000,2023-09-03 13:38:04.376,1,13.0,False,,False,True
0 days 01:39:59.829000,SAR,2,88.694,12.0,1.0,,,28.212,31.278,29.204,0 days 01:38:59.351000,0 days 01:39:30.629000,0 days 01:39:59.833000,322.0,329.0,309.0,335.0,False,MEDIUM,15.0,False,Williams,0 days 01:38:31.135000,2023-09-03 13:39:32.180,1,13.0,False,,False,True
0 days 01:41:27.628000,SAR,2,87.799,13.0,1.0,,,28.374,30.365,29.06,0 days 01:40:28.207000,0 days 01:40:58.572000,0 days 01:41:27.632000,320.0,329.0,310.0,335.0,False,MEDIUM,16.0,False,Williams,0 days 01:39:59.829000,2023-09-03 13:41:00.874,1,12.0,False,,False,True
0 days 01:46:14.931000,SAR,2,86.84,16.0,2.0,,,28.303,29.751,28.786,0 days 01:45:16.398000,0 days 01:45:46.149000,0 days 01:46:14.935000,317.0,313.0,310.0,318.0,True,HARD,5.0,False,Williams,0 days 01:44:48.091000,2023-09-03 13:45:49.136,1,16.0,False,,False,True
0 days 01:47:41.931000,SAR,2,87.0,17.0,2.0,,,28.198,29.88,28.922,0 days 01:46:43.133000,0 days 01:47:13.013000,0 days 01:47:41.935000,316.0,314.0,309.0,322.0,False,HARD,6.0,False,Williams,0 days 01:46:14.931000,2023-09-03 13:47:15.976,1,16.0,False,,False,True
0 days 01:49:08.837000,SAR,2,86.906,18.0,2.0,,,28.16,29.981,28.765,0 days 01:48:10.095000,0 days 01:48:40.076000,0 days 01:49:08.841000,318.0,313.0,309.0,321.0,False,HARD,7.0,False,Williams,0 days 01:47:41.931000,2023-09-03 13:48:42.976,1,16.0,False,,False,True
0 days 01:50:36.002000,SAR,2,87.165,19.0,2.0,,,28.315,29.982,28.868,0 days 01:49:37.156000,0 days 01:50:07.138000,0 days 01:50:36.006000,315.0,314.0,309.0,321.0,False,HARD,8.0,False,Williams,0 days 01:49:08.837000,2023-09-03 13:50:09.882,1,16.0,False,,False,True
0 days 01:52:03.282000,SAR,2,87.28,20.0,2.0,,,28.361,30.032,28.887,0 days 01:51:04.367000,0 days 01:51:34.399000,0 days 01:52:03.286000,319.0,317.0,310.0,323.0,False,HARD,9.0,False,Williams,0 days 01:50:36.002000,2023-09-03 13:51:37.047,1,16.0,False,,False,True
0 days 01:53:30.645000,SAR,2,87.363,21.0,2.0,,,28.375,29.999,28.989,0 days 01:52:31.661000,0 days 01:53:01.660000,0 days 01:53:30.649000,317.0,315.0,309.0,325.0,False,HARD,10.0,False,Williams,0 days 01:52:03.282000,2023-09-03 13:53:04.327,1,15.0,False,,False,True
0 days 01:54:58.110000,SAR,2,87.465,22.0,2.0,,,28.445,30.055,28.965,0 days 01:53:59.094000,0 days 01:54:29.149000,0 days 01:54:58.114000,316.0,315.0,309.0,317.0,False,HARD,11.0,False,Williams,0 days 01:53:30.645000,2023-09-03 13:54:31.690,1,15.0,False,,False,True
0 days 01:56:25.259000,SAR,2,87.149,23.0,2.0,,,28.327,29.9,28.922,0 days 01:55:26.441000,0 days 01:55:56.341000,0 days 01:56:25.263000,316.0,315.0,310.0,322.0,False,HARD,12.0,False,Williams,0 days 01:54:58.110000,2023-09-03 13:55:59.155,1,15.0,False,,False,True
0 days 01:57:52.363000,SAR,2,87.104,24.0,2.0,,,28.242,29.963,28.899,0 days 01:56:53.505000,0 days 01:57:23.468000,0 days 01:57:52.367000,317.0,317.0,311.0,324.0,False,HARD,13.0,False,Williams,0 days 01:56:25.259000,2023-09-03 13:57:26.304,1,15.0,False,,False,True
0 days 01:59:19.528000,SAR,2,87.165,25.0,2.0,,,28.187,30.065,28.913,0 days 01:58:20.554000,0 days 01:58:50.619000,0 days 01:59:19.532000,315.0,314.0,309.0,324.0,False,HARD,14.0,False,Williams,0 days 01:57:52.363000,2023-09-03 13:58:53.408,1,14.0,False,,False,True
0 days 02:00:46.549000,SAR,2,87.021,26.0,2.0,,,28.298,29.83,28.893,0 days 01:59:47.830000,0 days 02:00:17.660000,0 days 02:00:46.553000,320.0,318.0,309.0,326.0,False,HARD,15.0,False,Williams,0 days 01:59:19.528000,2023-09-03 14:00:20.573,1,13.0,False,,False,True
0 days 02:02:13.802000,SAR,2,87.253,27.0,2.0,,,28.261,30.079,28.913,0 days 02:01:14.814000,0 days 02:01:44.893000,0 days 02:02:13.806000,315.0,316.0,309.0,324.0,False,HARD,16.0,False,Williams,0 days 02:00:46.549000,2023-09-03 14:01:47.594,1,13.0,False,,False,True
0 days 02:03:41.348000,SAR,2,87.546,28.0,2.0,,,28.373,30.188,28.985,0 days 02:02:42.179000,0 days 02:03:12.367000,0 days 02:03:41.352000,317.0,316.0,310.0,324.0,False,HARD,17.0,False,Williams,0 days 02:02:13.802000,2023-09-03 14:03:14.847,1,13.0,False,,False,True
0 days 02:05:08.893000,SAR,2,87.545,29.0,2.0,,,28.388,30.221,28.936,0 days 02:04:09.740000,0 days 02:04:39.961000,0 days 02:05:08.897000,321.0,316.0,309.0,327.0,False,HARD,18.0,False,Williams,0 days 02:03:41.348000,2023-09-03 14:04:42.393,1,13.0,False,,False,True
0 days 02:06:36.014000,SAR,2,87.121,30.0,2.0,,,28.336,30.021,28.764,0 days 02:05:37.233000,0 days 02:06:07.254000,0 days 02:06:36.018000,318.0,315.0,310.0,321.0,False,HARD,19.0,False,Williams,0 days 02:05:08.893000,2023-09-03 14:06:09.938,1,13.0,False,,False,True
0 days 02:08:03.475000,SAR,2,87.461,31.0,2.0,,,28.284,30.277,28.9,0 days 02:07:04.302000,0 days 02:07:34.579000,0 days 02:08:03.479000,317.0,315.0,310.0,326.0,False,HARD,20.0,False,Williams,0 days 02:06:36.014000,2023-09-03 14:07:37.059,1,13.0,False,,False,True
